Time,Air Quality
03-01 00:00,40.0
03-01 00:10,40.0
03-01 00:20,33.0
03-01 00:30,30.0
03-01 00:40,34.0
03-01 00:50,37.0
03-01 01:00,44.0
03-01 01:10,45.0
03-01 01:20,48.0
03-01 01:30,45.0
03-01 01:40,42.0
03-01 01:50,44.0
03-01 02:00,44.0
03-01 02:10,55.0
03-01 02:21,56.0
03-01 02:31,65.0
03-01 02:41,63.0
03-01 02:51,61.0
03-01 03:01,62.0
03-01 03:11,65.0
03-01 03:21,70.0
03-01 03:31,74.0
03-01 03:41,73.0
03-01 03:51,70.0
03-01 04:01,74.0
03-01 04:11,75.0
03-01 04:21,76.0
03-01 04:31,76.0
03-01 04:41,79.0
03-01 04:51,83.0
03-01 05:01,86.0
03-01 05:11,92.0
03-01 05:21,95.0
03-01 05:31,101.0
03-01 05:41,98.0
03-01 05:51,101.0
03-01 06:01,95.0
03-01 06:11,92.0
03-01 06:21,90.0
03-01 06:31,92.0
03-01 06:41,94.0
03-01 06:51,84.0
03-01 07:01,79.0
03-01 07:11,82.0
03-01 07:21,83.0
03-01 07:31,79.0
03-01 07:41,77.0
03-01 07:51,76.0
03-01 08:01,74.0
03-01 08:11,75.0
03-01 08:21,78.0
03-01 08:31,76.0
03-01 08:41,62.0
03-01 08:51,54.0
03-01 09:01,43.0
03-01 09:11,38.0
03-01 09:21,28.0
03-01 09:31,22.0
03-01 09:41,20.0
03-01 09:51,16.0
03-01 10:01,21.0
03-01 10:11,15.0
03-01 10:21,23.0
03-01 10:31,28.0
03-01 10:41,32.0
03-01 10:51,38.0
03-01 11:01,44.0
03-01 11:11,58.0
03-01 11:21,72.0
03-01 11:31,88.0
03-01 11:41,93.0
03-01 11:51,95.0
03-01 12:00,119.0
03-01 12:10,115.0
03-01 12:20,114.0
03-01 12:30,118.0
03-01 12:40,124.0
03-01 12:50,130.0
03-01 13:00,133.0
03-01 13:10,136.0
03-01 13:20,142.0
03-01 13:30,148.0
03-01 13:40,158.0
03-01 13:50,158.0
03-01 14:00,162.0
03-01 14:10,158.0
03-01 14:20,160.0
03-01 14:30,161.0
03-01 14:40,82.0
03-01 14:50,-22.0
03-01 15:00,-128.0
03-01 15:10,-149.0
03-01 15:20,-149.0
03-01 15:30,-129.0
03-01 15:40,-109.0
03-01 15:50,-115.0
03-01 16:00,-137.0
03-01 16:10,-164.0
03-01 16:20,-168.0
03-01 16:30,-169.0
03-01 16:40,-167.0
03-01 16:50,-163.0
03-01 17:00,-149.0
03-01 17:10,-128.0
03-01 17:20,-100.0
03-01 17:30,-69.0
03-01 17:40,-39.0
03-01 17:50,-14.0
03-01 18:00,0.0
03-01 18:10,20.0
03-01 18:20,34.0
03-01 18:30,50.0
03-01 18:40,60.0
03-01 18:50,77.0
03-01 19:00,88.0
03-01 19:10,101.0
03-01 19:20,110.0
03-01 19:30,115.0
03-01 19:40,121.0
03-01 19:50,125.0
03-01 20:00,132.0
03-01 20:10,143.0
03-01 20:20,151.0
03-01 20:30,163.0
03-01 20:40,168.0
03-01 20:50,170.0
03-01 21:00,163.0
03-01 21:10,165.0
03-01 21:20,158.0
03-01 21:30,160.0
03-01 21:40,156.0
03-01 21:50,153.0
03-01 22:00,154.0
03-01 22:10,154.0
03-01 22:20,158.0
03-01 22:30,156.0
03-01 22:40,159.0
03-01 22:50,160.0
03-01 23:00,163.0
03-01 23:10,161.0
03-01 23:20,158.0
03-01 23:30,155.0
03-01 23:40,157.0
03-01 23:50,161.0
03-02 00:00,164.0
03-02 00:10,165.0
03-02 00:20,163.0
03-02 00:30,162.0
03-02 00:40,163.0
03-02 00:50,168.0
03-02 01:00,166.0
03-02 01:10,161.0
03-02 01:20,156.0
03-02 01:30,159.0
03-02 01:40,161.0
03-02 01:50,168.0
03-02 02:00,170.0
03-02 02:11,173.0
03-02 02:21,173.0
03-02 02:31,171.0
03-02 02:41,171.0
03-02 02:51,166.0
03-02 03:01,168.0
03-02 03:11,164.0
03-02 03:21,162.0
03-02 03:31,157.0
03-02 03:41,160.0
03-02 03:51,158.0
03-02 04:01,162.0
03-02 04:11,162.0
03-02 04:21,163.0
03-02 04:31,158.0
03-02 04:41,159.0
03-02 04:51,152.0
03-02 05:01,152.0
03-02 05:11,151.0
03-02 05:21,147.0
03-02 05:31,148.0
03-02 05:41,143.0
03-02 05:51,140.0
03-02 06:01,140.0
03-02 06:11,147.0
03-02 06:21,149.0
03-02 06:31,146.0
03-02 06:41,137.0
03-02 06:51,130.0
03-02 07:01,130.0
03-02 07:11,122.0
03-02 07:21,119.0
03-02 07:31,113.0
03-02 07:41,105.0
03-02 07:51,101.0
03-02 08:01,101.0
03-02 08:11,102.0
03-02 08:21,104.0
03-02 08:31,97.0
03-02 08:41,88.0
03-02 08:51,77.0
03-02 09:01,66.0
03-02 09:11,63.0
03-02 09:21,60.0
03-02 09:31,55.0
03-02 09:41,50.0
03-02 09:51,42.0
03-02 10:01,40.0
03-02 10:11,41.0
03-02 10:21,44.0
03-02 10:31,52.0
03-02 10:41,59.0
03-02 10:51,61.0
03-02 11:01,63.0
03-02 11:11,73.0
03-02 11:21,88.0
03-02 11:31,110.0
03-02 11:41,129.0
03-02 11:51,151.0
03-02 12:00,165.0
03-02 12:10,171.0
03-02 12:20,171.0
03-02 12:30,181.0
03-02 12:40,193.0
03-02 12:50,216.0
03-02 13:00,227.0
03-02 13:10,227.0
03-02 13:20,212.0
03-02 13:30,207.0
03-02 13:40,208.0
03-02 13:50,211.0
03-02 14:00,218.0
03-02 14:10,217.0
03-02 14:20,211.0
03-02 14:30,201.0
03-02 14:40,203.0
03-02 14:50,210.0
03-02 15:00,215.0
03-02 15:10,213.0
03-02 15:20,208.0
03-02 15:30,197.0
03-02 15:40,183.0
03-02 15:50,164.0
03-02 16:00,151.0
03-02 16:10,136.0
03-02 16:20,113.0
03-02 16:30,92.0
03-02 16:40,78.0
03-02 16:50,69.0
03-02 17:00,67.0
03-02 17:10,69.0
03-02 17:20,83.0
03-02 17:31,90.0
03-02 17:41,97.0
03-02 17:51,100.0
03-02 18:01,103.0
03-02 18:11,105.0
03-02 18:21,111.0
03-02 18:31,116.0
03-02 18:42,119.0
03-02 18:52,124.0
03-02 19:02,128.0
03-03 12:00,-25.0
03-03 12:10,-23.0
03-03 12:20,-21.0
03-03 12:30,-15.0
03-03 12:40,-15.0
03-03 12:50,-12.0
03-03 13:00,-12.0
03-03 13:10,-47.0
03-03 13:20,-79.0
03-03 13:30,-105.0
03-03 13:40,-90.0
03-03 13:50,-70.0
03-03 14:00,-52.0
03-03 14:10,-29.0
03-03 14:20,-8.0
03-03 14:30,4.0
03-03 14:40,15.0
03-03 14:50,25.0
03-03 15:00,35.0
03-03 15:10,37.0
03-03 15:20,33.0
03-03 15:30,29.0
03-03 15:40,33.0
03-03 15:50,37.0
03-03 16:00,40.0
03-03 16:10,40.0
03-03 16:20,43.0
03-03 16:30,44.0
03-03 16:40,42.0
03-03 16:50,39.0
03-03 17:00,39.0
03-03 17:10,35.0
03-03 17:20,30.0
03-03 17:30,32.0
03-03 17:40,36.0
03-03 17:50,41.0
03-03 18:00,35.0
03-03 18:10,34.0
03-03 18:20,31.0
03-03 18:30,31.0
03-03 18:40,35.0
03-03 18:50,38.0
03-03 19:00,45.0
03-03 19:10,52.0
03-03 19:20,56.0
03-03 19:30,56.0
03-03 19:40,54.0
03-03 19:50,53.0
03-03 20:00,59.0
03-03 20:10,57.0
03-03 20:20,57.0
03-03 20:30,55.0
03-03 20:40,56.0
03-03 20:50,59.0
03-03 21:00,60.0
03-03 21:10,56.0
03-03 21:20,52.0
03-03 21:30,47.0
03-03 21:40,50.0
03-03 21:50,51.0
03-03 22:00,58.0
03-03 22:10,60.0
03-03 22:20,63.0
03-03 22:30,63.0
03-03 22:40,66.0
03-03 22:50,74.0
03-03 23:00,80.0
03-03 23:10,83.0
03-03 23:20,82.0
03-03 23:30,82.0
03-03 23:40,82.0
03-03 23:50,91.0
03-04 00:00,95.0
03-04 00:10,98.0
03-04 00:20,100.0
03-04 00:30,105.0
03-04 00:40,112.0
03-04 00:50,114.0
03-04 01:00,113.0
03-04 01:10,114.0
03-04 01:20,110.0
03-04 01:30,106.0
03-04 01:40,104.0
03-04 01:50,102.0
03-04 02:01,97.0
03-04 02:11,99.0
03-04 02:21,102.0
03-04 02:31,101.0
03-04 02:41,100.0
03-04 02:51,97.0
03-04 03:01,94.0
03-04 03:11,89.0
03-04 03:21,89.0
03-04 03:31,86.0
03-04 03:41,80.0
03-04 03:51,72.0
03-04 04:01,69.0
03-04 04:11,66.0
03-04 04:21,64.0
03-04 04:31,67.0
03-04 04:41,66.0
03-04 04:51,71.0
03-04 05:01,74.0
03-04 05:11,71.0
03-04 05:21,64.0
03-04 05:31,58.0
03-04 05:41,57.0
03-04 05:51,55.0
03-04 06:01,55.0
03-04 06:11,51.0
03-04 06:21,51.0
03-04 06:31,49.0
03-04 06:41,49.0
03-04 06:51,53.0
03-04 07:01,56.0
03-04 07:11,58.0
03-04 07:21,56.0
03-04 07:31,54.0
03-04 07:41,52.0
03-04 07:51,16.0
03-04 08:01,-51.0
03-04 08:11,-113.0
03-04 08:21,-125.0
03-04 08:31,-97.0
03-04 08:41,-70.0
03-04 08:51,-55.0
03-04 09:01,-57.0
03-04 09:11,-31.0
03-04 09:21,38.0
03-04 09:31,86.0
03-04 09:41,113.0
03-04 09:51,95.0
03-04 10:01,118.0
03-04 10:11,131.0
03-04 10:21,139.0
03-04 10:31,144.0
03-04 10:41,148.0
03-04 10:51,152.0
03-04 11:01,151.0
03-04 11:11,154.0
03-04 11:21,165.0
03-04 11:31,172.0
03-04 11:41,178.0
03-04 11:51,182.0
03-04 12:00,195.0
03-04 12:10,195.0
03-04 12:20,196.0
03-04 12:30,204.0
03-04 12:40,212.0
03-04 12:50,216.0
03-04 13:00,207.0
03-04 13:10,198.0
03-04 13:20,189.0
03-04 13:30,190.0
03-04 13:40,191.0
03-04 13:50,186.0
03-04 14:00,180.0
03-04 14:10,175.0
03-04 14:20,172.0
03-04 14:30,166.0
03-04 14:40,162.0
03-04 14:50,159.0
03-04 15:00,154.0
03-04 15:10,152.0
03-04 15:20,152.0
03-04 15:30,151.0
03-04 15:40,150.0
03-04 15:50,146.0
03-04 16:00,144.0
03-04 16:10,142.0
03-04 16:20,136.0
03-04 16:30,133.0
03-04 16:40,130.0
03-04 16:50,131.0
03-04 17:00,126.0
03-04 17:10,127.0
03-04 17:20,132.0
03-04 17:30,139.0
03-04 17:40,144.0
03-04 17:50,141.0
03-04 18:00,136.0
03-04 18:10,129.0
03-04 18:20,127.0
03-04 18:30,134.0
03-04 18:40,135.0
03-04 18:50,131.0
03-04 19:00,127.0
03-04 19:10,133.0
03-04 19:20,141.0
03-04 19:30,147.0
03-04 19:40,146.0
03-04 19:50,144.0
03-04 20:00,144.0
03-04 20:10,149.0
03-04 20:20,150.0
03-04 20:30,154.0
03-04 20:40,153.0
03-04 20:50,157.0
03-04 21:00,156.0
03-04 21:10,152.0
03-04 21:20,147.0
03-04 21:30,151.0
03-04 21:40,150.0
03-04 21:50,153.0
03-04 22:00,156.0
03-04 22:10,158.0
03-04 22:20,160.0
03-04 22:30,160.0
03-04 22:40,162.0
03-04 22:50,159.0
03-04 23:00,157.0
03-04 23:10,156.0
03-04 23:20,155.0
03-04 23:30,152.0
03-04 23:40,151.0
03-04 23:50,148.0
03-05 00:00,147.0
03-05 00:10,147.0
03-05 00:20,151.0
03-05 00:30,153.0
03-05 00:40,152.0
03-05 00:50,149.0
03-05 01:00,149.0
03-05 01:10,155.0
03-05 01:20,157.0
03-05 01:30,160.0
03-05 01:40,161.0
03-05 01:50,162.0
03-05 02:00,164.0
03-05 02:11,166.0
03-05 02:21,170.0
03-05 02:31,167.0
03-05 02:41,164.0
03-05 02:51,156.0
03-05 03:01,157.0
03-05 03:11,153.0
03-05 03:21,162.0
03-05 03:31,165.0
03-05 03:41,171.0
03-05 03:51,163.0
03-05 04:01,159.0
03-05 04:11,158.0
03-05 04:21,153.0
03-05 04:31,148.0
03-05 04:41,140.0
03-05 04:51,138.0
03-05 05:01,134.0
03-05 05:11,125.0
03-05 05:21,117.0
03-05 05:31,109.0
03-05 05:41,99.0
03-05 05:51,88.0
03-05 06:01,74.0
03-05 06:11,64.0
03-05 06:21,60.0
03-05 06:31,57.0
03-05 06:41,51.0
03-05 06:51,44.0
03-05 07:01,40.0
03-05 07:11,37.0
03-05 07:21,33.0
03-05 07:31,-43.0
03-05 07:41,-95.0
03-05 07:51,-162.0
03-05 08:01,-162.0
03-05 08:11,-174.0
03-05 08:21,-177.0
03-05 08:31,-176.0
03-05 08:41,-179.0
03-05 08:51,-175.0
03-05 09:01,-165.0
03-05 09:11,-161.0
03-05 09:21,-142.0
03-05 09:31,-135.0
03-05 09:41,-119.0
03-05 09:51,-144.0
03-05 10:01,-135.0
03-05 10:11,-112.0
03-05 10:21,-110.0
03-05 10:31,-144.0
03-05 10:41,-183.0
03-05 10:51,-187.0
03-05 11:01,-181.0
03-05 11:11,-187.0
03-05 11:21,-162.0
03-05 11:31,-150.0
03-05 11:41,-127.0
03-05 11:51,-129.0
03-05 12:00,-110.0
03-05 12:10,-121.0
03-05 12:20,-130.0
03-05 12:30,-138.0
03-05 12:40,-138.0
03-05 12:50,-142.0
03-05 13:00,-141.0
03-05 13:10,-151.0
03-05 13:20,-151.0
03-05 13:30,-153.0
03-05 13:40,-143.0
03-05 13:50,-137.0
03-05 14:00,-148.0
03-05 14:10,-149.0
03-05 14:20,-136.0
03-05 14:30,-97.0
03-05 14:40,-67.0
03-05 14:50,-55.0
03-05 15:00,-39.0
03-05 15:10,-8.0
03-05 15:20,41.0
03-05 15:30,81.0
03-05 15:40,76.0
03-05 15:50,73.0
03-05 16:00,65.0
03-05 16:10,95.0
03-05 16:20,116.0
03-05 16:30,141.0
03-05 16:40,157.0
03-05 16:50,179.0
03-05 17:00,191.0
03-05 17:10,199.0
03-05 17:20,207.0
03-05 17:30,211.0
03-05 17:40,215.0
03-05 17:50,227.0
03-05 18:00,239.0
03-05 18:10,253.0
03-05 18:20,266.0
03-05 18:30,278.0
03-05 18:40,291.0
03-05 18:50,293.0
03-05 19:00,300.0
03-05 19:10,302.0
03-05 19:20,313.0
03-05 19:30,321.0
03-05 19:40,325.0
03-05 19:50,328.0
03-05 20:00,329.0
03-05 20:00,335.0
03-05 20:11,336.0
03-05 20:11,336.0
03-05 20:11,335.0
03-05 20:11,334.0
03-05 20:11,334.0
03-05 20:11,335.0
03-05 20:21,338.0
03-05 20:31,334.0
03-05 20:41,329.0
03-05 20:51,328.0
03-05 21:01,324.0
03-05 21:11,319.0
03-05 21:21,313.0
03-05 21:31,310.0
03-05 21:41,316.0
03-05 21:51,318.0
03-05 22:01,330.0
03-05 22:11,331.0
03-05 22:21,333.0
03-05 22:31,329.0
03-05 22:41,329.0
03-05 22:51,327.0
03-05 23:01,329.0
03-05 23:11,332.0
03-05 23:21,331.0
03-05 23:31,328.0
03-05 23:41,326.0
03-05 23:51,325.0
03-06 00:01,328.0
03-06 00:11,325.0
03-06 00:21,323.0
03-06 00:31,326.0
03-06 00:41,321.0
03-06 00:51,318.0
03-06 01:01,313.0
03-06 01:11,318.0
03-06 01:21,321.0
03-06 01:31,326.0
03-06 01:41,328.0
03-06 01:51,328.0
03-06 02:01,326.0
03-06 02:11,323.0
03-06 02:21,326.0
03-06 02:31,331.0
03-06 02:41,331.0
03-06 02:52,333.0
03-06 03:02,329.0
03-06 03:12,328.0
03-06 03:22,327.0
03-06 03:32,327.0
03-06 03:42,324.0
03-06 03:52,319.0
03-06 04:02,316.0
03-06 04:12,319.0
03-06 04:22,320.0
03-06 04:32,325.0
03-06 04:42,322.0
03-06 04:52,323.0
03-06 05:02,321.0
03-06 05:12,322.0
03-06 05:22,318.0
03-06 05:32,314.0
03-06 05:42,311.0
03-06 05:52,310.0
03-06 06:02,308.0
03-06 06:12,310.0
03-06 06:22,311.0
03-06 06:32,305.0
03-06 06:42,300.0
03-06 06:52,290.0
03-06 07:02,291.0
03-06 07:12,289.0
03-06 07:22,284.0
03-06 07:32,278.0
03-06 07:42,280.0
03-06 07:52,282.0
03-06 08:02,282.0
03-06 08:12,287.0
03-06 08:22,290.0
03-06 08:32,288.0
03-06 08:42,286.0
03-06 08:52,276.0
03-06 09:02,271.0
03-06 09:12,268.0
03-06 09:22,266.0
03-06 09:32,260.0
03-06 09:42,252.0
03-06 09:52,245.0
03-06 10:02,238.0
03-06 10:12,241.0
03-06 10:22,248.0
03-06 10:32,256.0
03-06 10:42,258.0
03-06 10:52,269.0
03-06 11:02,271.0
03-06 11:12,278.0
03-06 11:22,275.0
03-06 11:32,285.0
03-06 11:42,289.0
03-06 11:52,293.0
03-06 12:00,297.0
03-06 12:10,301.0
03-06 12:20,302.0
03-06 12:30,308.0
03-06 12:40,321.0
03-06 12:50,320.0
03-06 13:00,321.0
03-06 13:10,321.0
03-06 13:20,327.0
03-06 13:30,328.0
03-06 13:40,328.0
03-06 13:50,276.0
03-06 14:00,150.0
03-06 14:10,34.0
03-06 14:20,-21.0
03-06 14:30,10.0
03-06 14:40,43.0
03-06 14:50,72.0
03-06 15:00,90.0
03-06 15:10,107.0
03-06 15:20,125.0
03-06 15:30,141.0
03-06 15:40,153.0
03-06 15:50,158.0
03-06 16:00,161.0
03-06 16:10,170.0
03-06 16:20,178.0
03-06 16:30,184.0
03-06 16:40,193.0
03-06 16:50,198.0
03-06 17:00,205.0
03-06 17:10,203.0
03-06 17:20,208.0
03-06 17:30,207.0
03-06 17:40,208.0
03-06 17:50,210.0
03-06 18:00,206.0
03-06 18:10,204.0
03-06 18:20,205.0
03-06 18:30,209.0
03-06 18:40,215.0
03-06 18:50,212.0
03-06 19:00,212.0
03-06 19:10,209.0
03-06 19:20,211.0
03-06 19:30,212.0
03-06 19:40,216.0
03-06 19:50,219.0
03-06 20:00,221.0
03-06 20:10,220.0
03-06 20:20,218.0
03-06 20:30,219.0
03-06 20:40,217.0
03-06 20:50,210.0
03-06 21:00,209.0
03-06 21:10,210.0
03-06 21:20,211.0
03-06 21:30,213.0
03-06 21:40,212.0
03-06 21:50,210.0
03-06 22:00,211.0
03-06 22:10,212.0
03-06 22:20,211.0
03-06 22:30,210.0
03-06 22:41,206.0
03-06 22:51,200.0
03-06 23:01,197.0
03-06 23:11,189.0
03-06 23:21,182.0
03-06 23:31,173.0
03-06 23:41,164.0
03-06 23:51,156.0
03-07 00:01,154.0
03-07 00:11,147.0
03-07 00:21,140.0
03-07 00:31,133.0
03-07 00:41,130.0
03-07 00:51,130.0
03-07 01:01,129.0
03-07 01:11,128.0
03-07 01:21,126.0
03-07 01:31,120.0
03-07 01:41,119.0
03-07 01:51,116.0
03-07 02:01,118.0
03-07 02:11,111.0
03-07 02:21,106.0
03-07 02:31,96.0
03-07 02:41,85.0
03-07 02:51,78.0
03-07 03:01,70.0
03-07 03:11,71.0
03-07 03:21,73.0
03-07 03:31,71.0
03-07 03:41,67.0
03-07 03:51,64.0
03-07 04:01,65.0
03-07 04:11,65.0
03-07 04:21,63.0
03-07 04:31,66.0
03-07 04:41,68.0
03-07 04:51,69.0
03-07 05:01,65.0
03-07 05:11,62.0
03-07 05:21,66.0
03-07 05:31,71.0
03-07 05:41,78.0
03-07 05:51,80.0
03-07 06:01,82.0
03-07 06:11,80.0
03-07 06:21,80.0
03-07 06:31,83.0
03-07 06:41,89.0
03-07 06:51,91.0
03-07 07:01,95.0
03-07 07:11,95.0
03-07 07:21,101.0
03-07 07:31,101.0
03-07 07:41,104.0
03-07 07:51,105.0
03-07 08:01,108.0
03-07 08:11,108.0
03-07 08:21,106.0
03-07 08:31,108.0
03-07 08:41,114.0
03-07 08:51,120.0
03-07 09:01,123.0
03-07 09:11,117.0
03-07 09:21,111.0
03-07 09:31,101.0
03-07 09:41,99.0
03-07 09:51,93.0
03-07 10:01,87.0
03-07 10:11,87.0
03-07 10:21,87.0
03-07 10:31,90.0
03-07 10:41,90.0
03-07 10:51,94.0
03-07 11:01,102.0
03-07 11:11,118.0
03-07 11:21,136.0
03-07 11:31,162.0
03-07 11:41,189.0
03-07 11:51,219.0
03-07 12:00,285.0
03-07 12:10,299.0
03-07 12:20,308.0
03-07 13:10,324.0
03-07 13:10,333.0
03-07 13:10,336.0
03-07 13:10,335.0
03-07 13:10,336.0
03-07 13:10,340.0
03-07 13:11,340.0
03-07 13:11,340.0
03-07 13:11,334.0
03-07 13:11,335.0
03-07 13:11,337.0
03-07 13:11,338.0
03-07 13:11,338.0
03-07 13:11,336.0
03-07 13:11,335.0
03-07 13:11,336.0
03-07 13:11,335.0
03-07 13:11,337.0
03-07 13:11,335.0
03-07 13:11,338.0
03-07 13:11,336.0
03-07 13:11,336.0
03-07 13:11,335.0
03-07 13:11,336.0
03-07 13:11,340.0
03-07 13:11,341.0
03-07 13:11,340.0
03-07 13:11,335.0
03-07 13:11,334.0
03-07 13:11,331.0
03-07 13:11,335.0
03-07 13:11,335.0
03-07 13:11,336.0
03-07 13:11,334.0
03-07 13:11,334.0
03-07 13:11,332.0
03-07 13:11,333.0
03-07 13:11,332.0
03-07 13:12,334.0
03-07 13:12,335.0
03-07 13:12,337.0
03-07 13:12,335.0
03-07 13:12,336.0
03-07 13:12,337.0
03-07 13:12,334.0
03-07 13:12,334.0
03-07 13:12,333.0
03-07 13:12,333.0
03-07 13:12,334.0
03-07 13:12,335.0
03-07 13:12,335.0
03-07 13:12,334.0
03-07 13:12,333.0
03-07 13:12,332.0
03-07 13:12,332.0
03-07 13:12,333.0
03-07 13:12,335.0
03-07 13:12,336.0
03-07 13:12,337.0
03-07 13:12,335.0
03-07 13:12,334.0
03-07 13:12,332.0
03-07 13:12,332.0
03-07 13:12,332.0
03-07 13:12,334.0
03-07 13:12,334.0
03-07 13:12,336.0
03-07 13:12,335.0
03-07 13:12,334.0
03-07 13:12,332.0
03-07 13:12,332.0
03-07 13:12,331.0
03-07 13:12,332.0
03-07 13:12,333.0
03-07 13:12,336.0
03-07 13:12,336.0
03-07 13:12,337.0
03-07 13:12,335.0
03-07 13:12,334.0
03-07 13:12,333.0
03-07 13:12,332.0
03-07 13:12,332.0
03-07 13:12,332.0
03-07 13:12,334.0
03-07 13:12,335.0
03-07 13:13,336.0
03-07 13:13,336.0
03-07 13:13,334.0
03-07 13:13,332.0
03-07 13:13,331.0
03-07 13:13,331.0
03-07 13:13,333.0
03-07 13:13,330.0
03-07 13:13,332.0
03-07 13:13,334.0
03-07 13:13,336.0
03-07 13:13,336.0
03-07 13:13,335.0
03-07 13:13,336.0
03-07 13:13,335.0
03-07 13:13,334.0
03-07 13:13,332.0
03-07 13:13,332.0
03-07 13:13,332.0
03-07 13:13,332.0
03-07 13:13,334.0
03-07 13:13,336.0
03-07 13:13,337.0
03-07 13:13,337.0
03-07 13:13,335.0
03-07 13:13,336.0
03-07 13:13,334.0
03-07 13:13,334.0
03-07 13:13,332.0
03-07 13:13,332.0
03-07 13:13,331.0
03-07 13:13,330.0
03-07 13:13,334.0
03-07 13:13,335.0
03-07 13:13,336.0
03-07 13:13,336.0
03-07 13:13,336.0
03-07 13:13,335.0
03-07 13:13,333.0
03-07 13:13,332.0
03-07 13:13,331.0
03-07 13:13,331.0
03-07 13:13,332.0
03-07 13:13,335.0
03-07 13:13,337.0
03-07 13:13,336.0
03-07 13:13,335.0
03-07 13:13,336.0
03-07 13:13,335.0
03-07 13:13,335.0
03-07 13:13,334.0
03-07 13:13,332.0
03-07 13:13,330.0
03-07 13:13,331.0
03-07 13:13,330.0
03-07 13:13,332.0
03-07 13:13,333.0
03-07 13:13,336.0
03-07 13:13,334.0
03-07 13:13,332.0
03-07 13:14,330.0
03-07 13:14,332.0
03-07 13:14,333.0
03-07 13:14,335.0
03-07 13:14,335.0
03-07 13:14,336.0
03-07 13:14,336.0
03-07 13:14,335.0
03-07 13:14,335.0
03-07 13:14,333.0
03-07 13:14,334.0
03-07 13:14,332.0
03-07 13:14,333.0
03-07 13:14,329.0
03-07 13:14,329.0
03-07 13:14,331.0
03-07 13:14,334.0
03-07 13:14,332.0
03-07 13:14,330.0
03-07 13:14,329.0
03-07 13:14,329.0
03-07 13:14,331.0
03-07 13:14,332.0
03-07 13:14,334.0
03-07 13:14,336.0
03-07 13:14,333.0
03-07 13:14,333.0
03-07 13:14,332.0
03-07 13:14,332.0
03-07 13:14,330.0
03-07 13:14,329.0
03-07 13:14,328.0
03-07 13:14,330.0
03-07 13:14,332.0
03-07 13:14,334.0
03-07 13:14,334.0
03-07 13:14,333.0
03-07 13:14,333.0
03-07 13:14,332.0
03-07 13:14,331.0
03-07 13:14,329.0
03-07 13:14,329.0
03-07 13:14,329.0
03-07 13:15,332.0
03-07 13:15,334.0
03-07 13:15,335.0
03-07 13:15,334.0
03-07 13:15,332.0
03-07 13:15,332.0
03-07 13:15,331.0
03-07 13:15,332.0
03-07 13:15,331.0
03-07 13:15,331.0
03-07 13:15,333.0
03-07 13:15,332.0
03-07 13:15,332.0
03-07 13:15,329.0
03-07 13:15,329.0
03-07 13:15,329.0
03-07 13:15,331.0
03-07 13:15,333.0
03-07 13:15,335.0
03-07 13:15,333.0
03-07 13:15,333.0
03-07 13:15,331.0
03-07 13:15,332.0
03-07 13:15,331.0
03-07 13:15,330.0
03-07 13:15,331.0
03-07 13:15,328.0
03-07 13:15,328.0
03-07 13:15,330.0
03-07 13:15,331.0
03-07 13:15,333.0
03-07 13:15,333.0
03-07 13:15,332.0
03-07 13:15,332.0
03-07 13:15,331.0
03-07 13:15,331.0
03-07 13:15,329.0
03-07 13:15,330.0
03-07 13:15,331.0
03-07 13:15,333.0
03-07 13:15,333.0
03-07 13:15,332.0
03-07 13:15,331.0
03-07 13:15,329.0
03-07 13:15,329.0
03-07 13:15,328.0
03-07 13:15,329.0
03-07 13:15,332.0
03-07 13:15,333.0
03-07 13:15,334.0
03-07 13:15,336.0
03-07 13:16,335.0
03-07 13:16,334.0
03-07 13:16,332.0
03-07 13:16,330.0
03-07 13:16,332.0
03-07 13:16,328.0
03-07 13:16,328.0
03-07 13:16,331.0
03-07 13:16,333.0
03-07 13:16,334.0
03-07 13:16,332.0
03-07 13:16,331.0
03-07 13:16,331.0
03-07 13:16,330.0
03-07 13:16,330.0
03-07 13:16,328.0
03-07 13:16,328.0
03-07 13:16,326.0
03-07 13:16,326.0
03-07 13:16,331.0
03-07 13:16,331.0
03-07 13:16,331.0
03-07 13:16,330.0
03-07 13:16,329.0
03-07 13:16,329.0
03-07 13:16,328.0
03-07 13:16,327.0
03-07 13:16,326.0
03-07 13:16,326.0
03-07 13:16,325.0
03-07 13:16,328.0
03-07 13:16,329.0
03-07 13:16,334.0
03-07 13:16,331.0
03-07 13:16,331.0
03-07 13:16,329.0
03-07 13:16,328.0
03-07 13:16,326.0
03-07 13:16,328.0
03-07 13:16,326.0
03-07 13:16,327.0
03-07 13:16,327.0
03-07 13:16,329.0
03-07 13:16,330.0
03-07 13:16,332.0
03-07 13:16,328.0
03-07 13:16,329.0
03-07 13:16,329.0
03-07 13:16,329.0
03-07 13:16,327.0
03-07 13:16,326.0
03-07 13:16,326.0
03-07 13:16,331.0
03-07 13:16,331.0
03-07 13:16,334.0
03-07 13:16,332.0
03-07 13:16,331.0
03-07 13:16,331.0
03-07 13:16,332.0
03-07 13:16,330.0
03-07 13:16,328.0
03-07 13:16,327.0
03-07 13:16,327.0
03-07 13:16,329.0
03-07 13:17,331.0
03-07 13:17,333.0
03-07 13:17,331.0
03-07 13:17,330.0
03-07 13:17,331.0
03-07 13:17,330.0
03-07 13:17,327.0
03-07 13:17,328.0
03-07 13:17,328.0
03-07 13:17,327.0
03-07 13:17,329.0
