Time,Air Quality
03-16 09:41,4.0
03-16 09:51,9.0
03-16 10:01,8.0
03-16 10:11,15.0
03-16 10:21,18.0
03-16 10:31,26.0
03-16 10:41,25.0
03-16 10:51,28.0
03-16 11:01,33.0
03-16 11:11,48.0
03-16 11:21,62.0
03-16 11:31,74.0
03-16 11:41,93.0
03-16 11:51,100.0
03-16 12:00,100.0
03-16 12:10,107.0
03-16 12:20,115.0
03-16 12:30,127.0
03-16 12:40,146.0
03-17 12:00,303.0
03-17 12:10,298.0
03-17 12:20,303.0
03-17 12:30,308.0
03-17 12:40,316.0
03-17 12:50,315.0
03-17 13:00,314.0
03-17 13:10,313.0
03-17 13:20,307.0
03-17 13:30,302.0
03-17 13:40,287.0
03-17 13:50,279.0
03-17 14:00,277.0
03-17 14:10,278.0
03-17 14:20,273.0
03-17 14:30,269.0
03-17 14:40,267.0
03-17 14:50,271.0
03-17 15:00,268.0
03-17 15:10,267.0
03-17 15:20,265.0
03-17 15:30,256.0
03-17 15:40,254.0
03-17 15:50,249.0
03-17 16:00,249.0
03-17 16:10,242.0
03-17 16:20,238.0
03-17 16:30,232.0
03-17 16:40,235.0
03-17 16:50,239.0
03-17 17:00,242.0
03-17 17:10,236.0
03-17 17:20,228.0
03-17 17:30,223.0
03-17 17:40,220.0
03-17 17:50,223.0
03-17 18:00,223.0
03-17 18:10,227.0
03-17 18:20,226.0
03-17 18:30,224.0
03-17 18:40,230.0
03-17 18:50,238.0
03-17 19:00,254.0
03-17 19:10,269.0
03-17 19:20,273.0
03-17 19:30,284.0
03-17 19:40,296.0
03-17 19:50,305.0
03-17 20:00,305.0
03-17 20:10,301.0
03-17 20:20,296.0
03-17 20:31,291.0
03-17 20:41,289.0
03-17 20:51,292.0
03-17 21:01,288.0
03-17 21:11,282.0
03-17 21:21,281.0
03-17 21:32,286.0
03-17 21:42,294.0
03-17 21:52,288.0
03-17 22:02,287.0
03-17 22:12,283.0
03-17 22:22,284.0
03-17 22:32,277.0
03-17 22:43,274.0
03-17 22:53,275.0
03-17 23:03,279.0
03-17 23:13,286.0
03-17 23:23,287.0
03-17 23:33,286.0
03-17 23:43,284.0
03-17 23:53,284.0
03-18 00:03,286.0
03-18 00:13,287.0
03-18 00:23,293.0
03-18 00:33,298.0
03-18 00:43,299.0
03-18 00:53,297.0
03-18 01:03,299.0
03-18 01:13,303.0
03-18 01:23,305.0
03-18 01:33,308.0
03-18 01:43,312.0
03-18 01:53,316.0
03-18 02:03,320.0
03-18 02:13,316.0
03-18 02:23,312.0
03-18 02:33,306.0
03-18 02:43,305.0
03-18 02:53,304.0
03-18 03:03,305.0
03-18 03:13,310.0
03-18 03:23,313.0
03-18 03:33,315.0
03-18 03:43,315.0
03-18 03:53,310.0
03-18 04:03,310.0
03-18 04:13,307.0
03-18 04:23,312.0
03-18 04:33,310.0
03-18 04:43,314.0
03-18 04:53,311.0
03-18 05:03,314.0
03-18 05:13,314.0
03-18 05:23,319.0
03-18 05:33,313.0
03-18 05:43,304.0
03-18 05:53,296.0
03-18 06:03,297.0
03-18 06:13,299.0
03-18 06:23,294.0
03-18 06:33,290.0
03-18 06:43,291.0
03-18 06:53,294.0
03-18 07:03,296.0
03-18 07:13,288.0
03-18 07:23,291.0
03-18 07:33,285.0
03-18 07:43,287.0
03-18 07:53,283.0
03-18 08:03,162.0
03-18 08:13,49.0
03-18 08:23,-49.0
03-18 08:33,-12.0
03-18 08:43,34.0
03-18 08:53,69.0
03-18 09:03,104.0
03-18 09:13,129.0
03-18 09:23,161.0
03-18 09:33,188.0
03-18 09:43,218.0
03-18 09:53,240.0
03-18 10:03,269.0
03-18 10:14,291.0
03-18 12:01,466.0
03-19 12:00,273.0
03-19 12:10,276.0
03-19 12:20,285.0
03-19 12:30,295.0
03-19 12:40,308.0
03-19 12:50,311.0
03-19 13:00,316.0
03-19 13:10,320.0
03-19 13:21,322.0
03-19 13:21,320.0
03-19 13:21,324.0
03-19 13:21,325.0
03-19 13:21,324.0
03-19 13:31,325.0
03-19 13:41,322.0
03-19 13:56,322.0
03-19 13:56,323.0
03-19 13:56,324.0
03-19 13:56,331.0
03-19 13:56,338.0
03-19 13:56,338.0
03-19 13:57,334.0
03-19 13:57,333.0
03-19 13:57,334.0
03-19 13:57,334.0
03-19 13:57,326.0
03-19 13:57,326.0
03-19 13:57,325.0
03-19 13:57,327.0
03-19 13:57,326.0
03-19 13:57,325.0
03-19 13:57,323.0
03-19 13:57,324.0
03-19 13:58,331.0
03-19 13:58,332.0
03-19 13:58,329.0
03-19 13:58,324.0
03-19 13:58,323.0
03-19 13:58,326.0
03-19 13:58,325.0
03-19 13:58,322.0
03-19 13:58,321.0
03-19 13:58,324.0
03-19 13:58,324.0
03-19 13:58,324.0
03-19 13:58,327.0
03-19 13:59,334.0
03-19 13:59,334.0
03-19 13:59,330.0
03-19 13:59,325.0
03-19 13:59,329.0
03-19 13:59,331.0
03-19 13:59,329.0
03-19 13:59,323.0
03-19 13:59,323.0
03-19 13:59,325.0
03-19 13:59,328.0
03-19 14:09,323.0
03-19 14:19,324.0
03-19 14:29,323.0
03-19 14:39,322.0
03-19 14:49,321.0
03-19 15:00,320.0
03-19 15:10,320.0
03-19 15:20,319.0
03-19 15:30,316.0
03-19 15:40,313.0
03-19 15:50,314.0
03-19 16:00,307.0
03-19 16:10,303.0
03-19 16:20,300.0
03-19 16:30,290.0
03-19 16:40,288.0
03-19 16:50,283.0
03-19 17:00,277.0
03-19 17:10,263.0
03-19 17:20,254.0
03-19 17:30,253.0
03-19 17:40,251.0
03-19 17:50,252.0
03-19 18:00,251.0
03-19 18:10,249.0
03-19 18:20,246.0
03-19 18:30,241.0
03-19 18:40,250.0
03-19 18:50,248.0
03-19 19:00,249.0
03-19 19:10,245.0
03-19 19:20,244.0
03-19 19:30,242.0
03-19 19:40,233.0
03-19 19:50,239.0
03-19 20:00,243.0
03-19 20:10,246.0
03-19 20:20,242.0
03-19 20:30,245.0
03-19 20:40,247.0
03-19 20:50,253.0
03-19 21:00,251.0
03-19 21:10,247.0
03-19 21:20,244.0
03-19 21:30,242.0
03-19 21:40,243.0
03-19 21:50,241.0
03-19 22:00,240.0
03-19 22:10,235.0
03-19 22:20,229.0
03-19 22:30,225.0
03-19 22:40,230.0
03-19 22:50,228.0
03-19 23:00,227.0
03-19 23:10,222.0
03-19 23:20,222.0
03-19 23:30,227.0
03-19 23:40,229.0
03-19 23:50,227.0
03-20 00:00,230.0
03-20 00:10,232.0
03-20 00:20,232.0
03-20 00:30,234.0
03-20 00:40,228.0
03-20 00:50,231.0
03-20 01:00,227.0
03-20 01:10,228.0
03-20 01:20,228.0
03-20 01:30,233.0
03-20 01:40,232.0
03-20 01:50,227.0
03-20 02:00,209.0
03-20 02:10,198.0
03-20 02:20,185.0
03-20 02:30,183.0
03-20 02:40,173.0
03-20 02:50,172.0
03-20 03:00,163.0
03-20 03:10,154.0
03-20 03:20,148.0
03-20 03:30,144.0
03-20 03:40,138.0
03-20 03:50,131.0
03-20 04:00,120.0
03-20 04:10,116.0
03-20 04:20,111.0
03-20 04:30,110.0
03-20 04:40,108.0
03-20 04:50,102.0
03-20 05:00,96.0
03-20 05:10,93.0
03-20 05:20,94.0
03-20 05:30,93.0
03-20 05:40,90.0
03-20 05:50,84.0
03-20 06:00,77.0
03-20 06:10,73.0
03-20 06:20,71.0
03-20 06:30,72.0
03-20 06:40,69.0
03-20 06:50,64.0
03-20 07:00,67.0
03-20 07:10,67.0
03-20 07:20,73.0
03-20 07:30,66.0
03-20 07:40,62.0
03-20 07:50,62.0
03-20 08:00,57.0
03-20 08:10,56.0
03-20 08:20,50.0
03-20 08:30,52.0
03-20 08:40,46.0
03-20 08:50,47.0
03-20 09:00,40.0
03-20 09:10,40.0
03-20 09:20,42.0
03-20 09:30,53.0
03-20 09:40,56.0
03-20 09:50,58.0
03-20 10:00,54.0
03-20 10:10,58.0
03-20 10:20,58.0
03-20 10:30,60.0
03-20 10:40,57.0
03-20 10:50,60.0
03-20 11:00,65.0
03-20 11:10,67.0
03-20 11:20,70.0
03-20 11:30,69.0
03-20 11:40,65.0
03-20 11:50,60.0
03-20 12:00,81.0
03-20 12:10,72.0
03-20 12:20,72.0
03-20 12:30,82.0
03-20 12:40,95.0
03-20 12:50,105.0
03-20 13:00,108.0
03-20 13:10,112.0
03-20 13:20,117.0
03-20 13:30,125.0
03-20 13:40,133.0
03-20 13:50,145.0
03-20 14:00,149.0
03-20 14:10,154.0
03-20 14:20,150.0
03-20 14:30,149.0
03-20 14:40,145.0
03-20 14:50,141.0
03-20 15:00,141.0
03-20 15:10,141.0
03-20 15:20,138.0
03-20 15:30,132.0
03-20 15:40,126.0
03-20 15:50,125.0
03-20 16:00,122.0
03-20 16:10,117.0
03-20 16:20,116.0
03-20 16:30,112.0
03-20 16:40,110.0
03-20 16:50,110.0
03-20 17:00,115.0
03-20 17:10,116.0
03-20 17:20,120.0
03-20 17:30,124.0
03-20 17:40,127.0
03-20 17:50,132.0
03-20 18:00,139.0
03-20 18:10,145.0
03-20 18:20,141.0
03-20 18:30,136.0
03-20 18:40,136.0
03-20 18:50,136.0
03-20 19:00,127.0
03-20 19:10,129.0
03-20 19:20,131.0
03-20 19:30,129.0
03-20 19:40,120.0
03-20 19:50,116.0
03-20 20:00,114.0
03-20 20:10,116.0
03-20 20:20,118.0
03-20 20:30,121.0
03-20 20:40,128.0
03-20 20:50,129.0
03-20 21:00,129.0
03-20 21:10,125.0
03-20 21:20,130.0
03-20 21:30,135.0
03-20 21:40,142.0
03-20 21:50,149.0
03-20 22:00,157.0
03-20 22:10,159.0
03-20 22:20,155.0
03-20 22:30,156.0
03-20 22:40,156.0
03-20 22:50,165.0
03-20 23:00,163.0
03-20 23:10,168.0
03-20 23:20,172.0
03-20 23:30,173.0
03-20 23:40,168.0
03-20 23:50,149.0
03-21 00:00,127.0
03-21 00:10,106.0
03-21 00:20,88.0
03-21 00:30,79.0
03-21 00:40,66.0
03-21 00:50,53.0
03-21 01:00,39.0
03-21 01:10,24.0
03-21 01:20,12.0
03-21 01:30,8.0
03-21 01:40,10.0
03-21 01:51,8.0
03-21 02:01,7.0
03-21 02:11,5.0
03-21 02:21,5.0
03-21 02:31,0.0
03-21 02:41,-3.0
03-21 02:51,1.0
03-21 03:01,8.0
03-21 03:11,14.0
03-21 03:21,14.0
03-21 03:31,13.0
03-21 03:41,7.0
03-21 03:51,6.0
03-21 04:01,5.0
03-21 04:11,12.0
03-21 04:21,14.0
03-21 04:31,21.0
03-21 04:41,24.0
03-21 04:51,28.0
03-21 05:01,32.0
03-21 05:11,34.0
03-21 05:21,40.0
03-21 05:31,42.0
03-21 05:41,51.0
03-21 05:51,52.0
03-21 06:01,58.0
03-21 06:11,60.0
03-21 06:21,62.0
03-21 06:31,67.0
03-21 06:41,67.0
03-21 06:51,71.0
03-21 07:01,69.0
03-21 07:11,70.0
03-21 07:21,68.0
03-21 07:31,61.0
03-21 07:41,62.0
03-21 07:51,59.0
03-21 08:01,60.0
03-21 08:11,58.0
03-21 08:21,58.0
03-21 08:31,58.0
03-21 08:41,50.0
03-21 08:51,54.0
03-21 09:01,62.0
03-21 09:11,75.0
03-21 09:21,87.0
03-21 09:31,104.0
03-21 09:41,124.0
03-21 09:51,146.0
03-21 10:01,171.0
03-21 10:11,198.0
03-21 10:21,213.0
03-21 10:31,221.0
03-21 10:41,226.0
03-21 10:51,240.0
03-21 11:01,251.0
03-21 11:11,260.0
03-21 11:21,267.0
03-21 11:31,280.0
03-21 11:41,303.0
03-21 12:00,392.0
03-22 12:00,258.0
03-22 12:10,252.0
03-22 12:20,251.0
03-22 12:30,243.0
03-22 12:40,238.0
03-22 12:50,225.0
03-22 13:00,216.0
03-22 13:10,202.0
03-22 13:20,197.0
03-22 13:30,193.0
03-22 13:40,193.0
03-22 13:50,190.0
03-22 14:00,196.0
03-22 14:10,198.0
03-22 14:20,194.0
03-22 14:30,195.0
03-22 14:40,187.0
03-22 14:50,184.0
03-22 15:00,168.0
03-22 15:10,162.0
03-22 15:20,155.0
03-22 15:30,156.0
03-22 15:40,157.0
03-22 15:50,161.0
03-22 16:00,165.0
03-22 16:10,159.0
03-22 16:20,158.0
03-22 16:30,151.0
03-22 16:40,143.0
03-22 16:50,136.0
03-22 17:00,139.0
03-22 17:10,144.0
03-22 17:20,142.0
03-22 17:30,151.0
03-22 17:40,150.0
03-22 17:50,154.0
03-22 18:00,148.0
03-22 18:10,146.0
03-22 18:20,145.0
03-22 18:30,142.0
03-22 18:40,138.0
03-22 18:50,133.0
03-22 19:00,126.0
03-22 19:10,119.0
03-22 19:20,111.0
03-22 19:30,104.0
03-22 19:40,105.0
03-22 19:50,101.0
03-22 20:00,103.0
03-22 20:10,97.0
03-22 20:20,87.0
03-22 20:30,76.0
03-22 20:40,69.0
03-22 20:50,57.0
03-22 21:00,47.0
03-22 21:10,43.0
03-22 21:20,49.0
03-22 21:30,53.0
03-22 21:40,49.0
03-22 21:50,45.0
03-22 22:00,44.0
03-22 22:10,43.0
03-22 22:20,42.0
03-22 22:30,40.0
03-22 22:40,41.0
03-22 22:50,41.0
03-22 23:00,42.0
03-22 23:10,48.0
03-22 23:20,56.0
03-22 23:30,62.0
03-22 23:40,61.0
03-22 23:50,65.0
03-23 00:00,70.0
03-23 00:10,73.0
03-23 00:20,75.0
03-23 00:30,74.0
03-23 00:40,74.0
03-23 00:51,67.0
03-23 01:01,65.0
03-23 01:11,63.0
03-23 01:21,65.0
03-23 01:31,67.0
03-23 01:41,72.0
03-23 01:51,74.0
03-23 02:01,74.0
03-23 02:11,72.0
03-23 02:21,67.0
03-23 02:31,71.0
03-23 02:41,70.0
03-23 02:51,71.0
03-23 03:01,71.0
03-23 03:11,72.0
03-23 03:21,76.0
03-23 03:31,82.0
03-23 03:41,81.0
03-23 03:51,77.0
03-23 04:01,70.0
03-23 04:11,74.0
03-23 04:21,83.0
03-23 04:31,94.0
03-23 04:41,98.0
03-23 04:51,93.0
03-23 05:01,99.0
03-23 05:11,98.0
03-23 05:21,101.0
03-23 05:31,96.0
03-23 05:41,93.0
03-23 05:51,95.0
03-23 06:01,91.0
03-23 06:11,88.0
03-23 06:21,80.0
03-23 06:31,76.0
03-23 06:41,72.0
03-23 06:51,69.0
03-23 07:01,62.0
03-23 07:11,56.0
03-23 07:21,52.0
03-23 07:31,62.0
03-23 07:41,60.0
03-23 07:51,60.0
03-23 08:01,55.0
03-23 08:11,58.0
03-23 08:21,59.0
03-23 08:31,62.0
03-23 08:41,56.0
03-23 08:51,53.0
03-23 09:01,52.0
03-23 09:11,66.0
03-23 09:21,74.0
03-23 09:31,90.0
03-23 09:41,103.0
03-23 09:51,121.0
03-23 10:01,135.0
03-23 10:11,140.0
03-23 10:21,145.0
03-23 10:31,154.0
03-23 10:41,165.0
03-23 10:51,171.0
03-23 11:01,174.0
03-23 11:11,171.0
03-23 11:21,174.0
03-23 11:31,170.0
03-23 11:41,176.0
03-23 11:51,177.0
03-23 12:00,181.0
03-23 12:10,195.0
03-23 12:20,201.0
03-23 12:30,206.0
03-23 12:40,198.0
03-23 12:50,190.0
03-23 13:00,184.0
03-23 13:10,178.0
03-23 13:20,172.0
03-23 13:30,164.0
03-23 13:40,162.0
03-23 13:50,160.0
03-23 14:00,159.0
03-23 14:10,154.0
03-23 14:20,138.0
03-23 14:30,128.0
03-23 14:40,110.0
03-23 14:50,105.0
03-23 15:00,89.0
03-23 15:10,82.0
03-23 15:20,82.0
03-23 15:30,96.0
03-23 15:40,110.0
03-23 15:50,127.0
03-23 16:00,141.0
03-23 16:10,159.0
03-23 16:20,179.0
03-23 16:30,191.0
03-23 16:40,194.0
03-23 16:50,188.0
03-23 17:00,183.0
03-23 17:10,180.0
03-23 17:20,181.0
03-23 17:30,189.0
03-23 17:40,199.0
03-23 17:50,210.0
03-23 18:00,213.0
03-23 18:10,222.0
03-23 18:20,232.0
03-23 18:30,245.0
03-23 18:40,254.0
03-23 18:50,253.0
03-23 19:00,254.0
03-23 19:10,255.0
03-23 19:20,256.0
03-23 19:30,256.0
03-23 19:40,256.0
03-23 19:50,255.0
03-23 20:00,256.0
03-23 20:10,253.0
03-23 20:20,244.0
03-23 20:30,234.0
03-23 20:40,224.0
03-23 20:50,220.0
03-23 21:00,219.0
03-23 21:10,213.0
03-23 21:20,215.0
03-23 21:30,203.0
03-23 21:40,189.0
03-23 21:50,171.0
03-23 22:00,162.0
03-23 22:10,156.0
03-23 22:20,145.0
03-23 22:30,142.0
03-23 22:40,143.0
03-23 22:50,146.0
03-23 23:00,134.0
03-23 23:10,125.0
03-23 23:20,119.0
03-23 23:30,121.0
03-23 23:40,117.0
03-23 23:50,118.0
03-24 00:00,111.0
03-24 00:10,111.0
03-24 00:20,108.0
03-24 00:30,106.0
03-24 00:40,105.0
03-24 00:50,110.0
03-24 01:00,111.0
03-24 01:10,106.0
03-24 01:20,102.0
03-24 01:30,99.0
03-24 01:40,98.0
03-24 01:50,97.0
03-24 02:00,95.0
03-24 02:11,94.0
03-24 02:21,96.0
03-24 02:31,96.0
03-24 02:41,97.0
03-24 02:51,93.0
03-24 03:01,99.0
03-24 03:11,101.0
03-24 03:21,103.0
03-24 03:31,93.0
03-24 03:41,86.0
03-24 03:51,82.0
03-24 04:01,85.0
03-24 04:11,91.0
03-24 04:21,96.0
03-24 04:31,99.0
03-24 04:41,88.0
03-24 04:51,76.0
03-24 05:01,69.0
03-24 05:11,71.0
03-24 05:21,78.0
03-24 05:31,80.0
03-24 05:41,80.0
03-24 05:51,76.0
03-24 06:01,72.0
03-24 06:11,70.0
03-24 06:21,70.0
03-24 06:31,72.0
03-24 06:41,75.0
03-24 06:51,73.0
03-24 07:01,70.0
03-24 07:11,71.0
03-24 07:21,69.0
03-24 07:31,68.0
03-24 07:41,66.0
03-24 07:51,67.0
03-24 08:01,62.0
03-24 08:11,59.0
03-24 08:21,49.0
03-24 08:31,46.0
03-24 08:41,42.0
03-24 08:51,41.0
03-24 09:01,49.0
03-24 09:11,60.0
03-24 09:21,76.0
03-24 09:31,87.0
03-24 09:41,100.0
03-24 09:51,109.0
03-24 10:01,118.0
03-24 10:11,130.0
03-24 10:21,140.0
03-24 10:31,155.0
03-24 10:41,166.0
03-24 10:51,174.0
03-24 11:01,183.0
03-24 11:11,191.0
03-24 11:21,206.0
03-24 11:31,212.0
03-24 11:41,205.0
03-24 11:51,184.0
03-24 12:00,185.0
03-24 12:10,179.0
03-24 12:20,187.0
03-24 12:30,192.0
03-24 12:40,192.0
03-24 12:50,200.0
03-24 13:00,208.0
03-24 13:10,226.0
03-24 13:20,234.0
03-24 13:30,236.0
03-24 13:40,236.0
03-24 13:50,243.0
03-24 14:00,244.0
03-24 14:10,244.0
03-24 14:20,242.0
03-24 14:30,247.0
03-24 14:40,255.0
03-24 14:50,254.0
03-24 15:00,257.0
03-24 15:10,253.0
03-24 15:20,247.0
03-24 15:30,235.0
03-24 15:40,147.0
03-24 15:50,73.0
03-24 16:00,16.0
03-24 16:10,35.0
03-24 16:20,56.0
03-24 16:30,73.0
03-24 16:40,89.0
03-24 16:50,105.0
03-24 17:00,114.0
03-24 17:10,126.0
03-24 17:20,130.0
03-24 17:30,147.0
03-24 17:40,150.0
03-24 17:50,162.0
03-24 18:00,160.0
03-24 18:10,164.0
03-24 18:20,161.0
03-24 18:30,155.0
03-24 18:40,155.0
03-24 18:50,153.0
03-24 19:00,155.0
03-24 19:10,153.0
03-24 19:20,156.0
03-24 19:30,155.0
03-24 19:40,145.0
03-24 19:50,141.0
03-24 20:00,144.0
03-24 20:10,139.0
03-24 20:20,137.0
03-24 20:30,127.0
03-24 20:40,124.0
03-24 20:50,119.0
03-24 21:00,121.0
03-24 21:10,115.0
03-24 21:20,110.0
03-24 21:30,104.0
03-24 21:40,98.0
03-24 21:50,94.0
03-24 22:00,92.0
03-24 22:10,96.0
03-24 22:20,97.0
03-24 22:30,99.0
03-24 22:40,99.0
03-24 22:50,107.0
03-24 23:00,104.0
03-24 23:10,101.0
03-24 23:20,102.0
03-24 23:30,100.0
03-24 23:40,92.0
03-24 23:50,85.0
03-25 00:00,79.0
03-25 00:10,83.0
03-25 00:20,89.0
03-25 00:30,90.0
03-25 00:40,88.0
03-25 00:50,82.0
03-25 01:00,80.0
03-25 01:10,75.0
03-25 01:20,71.0
03-25 01:31,76.0
03-25 01:41,80.0
03-25 01:51,81.0
03-25 02:01,76.0
03-25 02:11,68.0
03-25 02:21,60.0
03-25 02:31,57.0
03-25 02:41,55.0
03-25 02:51,62.0
03-25 03:01,65.0
03-25 03:11,66.0
03-25 03:21,65.0
03-25 03:31,62.0
03-25 03:41,64.0
03-25 03:51,59.0
03-25 04:01,58.0
03-25 04:11,53.0
03-25 04:21,57.0
03-25 04:31,57.0
03-25 04:41,59.0
03-25 04:51,56.0
03-25 05:01,55.0
03-25 05:11,62.0
03-25 05:21,63.0
03-25 05:31,65.0
03-25 05:41,64.0
03-25 05:51,65.0
03-25 06:01,65.0
03-25 06:11,69.0
03-25 06:21,65.0
03-25 06:31,68.0
03-25 06:41,68.0
03-25 06:51,69.0
03-25 07:01,68.0
03-25 07:11,67.0
03-25 07:21,68.0
03-25 07:31,67.0
03-25 07:41,74.0
03-25 07:51,69.0
03-25 08:01,66.0
03-25 08:11,64.0
03-25 08:21,67.0
03-25 08:31,77.0
03-25 08:41,81.0
03-25 08:51,101.0
03-25 09:01,121.0
03-25 09:11,139.0
03-25 09:21,155.0
03-25 09:31,169.0
03-25 09:41,196.0
03-25 09:51,218.0
03-25 10:01,240.0
03-25 10:11,253.0
03-25 10:21,273.0
03-25 10:31,287.0
03-25 10:41,294.0
03-25 10:51,296.0
03-25 11:01,300.0
03-25 11:11,305.0
03-25 11:21,312.0
03-25 11:31,321.0
03-25 11:41,322.0
03-25 11:51,321.0
03-25 12:00,317.0
03-25 12:10,326.0
03-25 12:20,329.0
03-25 12:30,334.0
03-25 12:40,335.0
03-25 12:50,334.0
03-25 13:00,339.0
03-25 13:10,339.0
03-25 13:20,339.0
03-25 13:30,337.0
03-25 13:40,334.0
03-25 13:50,333.0
03-25 14:01,326.0
03-25 14:11,322.0
03-25 14:21,322.0
03-25 14:31,319.0
03-25 14:41,312.0
03-25 14:51,305.0
03-25 15:01,295.0
03-25 15:11,289.0
03-25 15:21,287.0
03-25 15:31,286.0
03-25 15:41,291.0
03-25 15:51,288.0
03-25 16:01,291.0
03-25 16:11,285.0
03-25 16:21,285.0
03-25 16:31,283.0
03-25 16:41,283.0
03-25 16:51,286.0
03-25 17:01,287.0
03-25 17:11,291.0
03-25 17:21,290.0
03-25 17:31,294.0
03-25 17:41,292.0
03-25 17:51,297.0
03-25 18:01,293.0
03-25 18:11,293.0
03-25 18:21,292.0
03-25 18:31,291.0
03-25 18:41,287.0
03-25 18:51,280.0
03-25 19:01,281.0
03-25 19:11,280.0
03-25 19:21,279.0
03-25 19:31,275.0
03-25 19:41,278.0
03-25 19:51,285.0
03-25 20:01,295.0
03-25 20:11,290.0
03-25 20:21,293.0
03-25 20:31,289.0
03-25 20:41,284.0
03-25 20:51,282.0
03-25 21:01,279.0
03-25 21:11,275.0
03-25 21:21,273.0
03-25 21:31,274.0
03-25 21:41,271.0
03-25 21:51,269.0
03-25 22:01,262.0
03-25 22:11,263.0
03-25 22:21,254.0
03-25 22:31,248.0
03-25 22:41,241.0
03-25 22:51,236.0
03-25 23:01,226.0
03-25 23:11,220.0
03-25 23:21,208.0
03-25 23:31,207.0
03-25 23:41,200.0
03-25 23:51,192.0
03-26 00:01,184.0
03-26 00:11,173.0
03-26 00:21,171.0
03-26 00:31,162.0
03-26 00:41,166.0
03-26 00:51,166.0
03-26 02:01,176.0
03-26 02:11,174.0
03-26 02:21,169.0
03-26 02:31,170.0
03-26 02:41,173.0
03-26 02:51,173.0
03-26 03:01,167.0
03-26 03:11,161.0
03-26 03:21,164.0
03-26 03:31,160.0
03-26 03:41,163.0
03-26 03:51,166.0
03-26 04:01,169.0
03-26 04:11,179.0
03-26 04:21,182.0
03-26 04:31,188.0
03-26 04:41,193.0
03-26 04:51,199.0
03-26 05:01,206.0
03-26 05:11,206.0
03-26 05:21,210.0
03-26 05:31,215.0
03-26 05:41,213.0
03-26 05:51,214.0
03-26 06:01,215.0
03-26 06:11,219.0
03-26 06:21,227.0
03-26 06:31,235.0
03-26 06:41,247.0
03-26 06:51,249.0
03-26 07:01,246.0
03-26 07:11,243.0
03-26 07:21,251.0
03-26 07:31,254.0
03-26 07:41,259.0
03-26 07:51,258.0
03-26 08:01,253.0
03-26 08:11,252.0
03-26 08:21,253.0
03-26 08:31,249.0
03-26 08:41,239.0
03-26 08:51,236.0
03-26 09:01,228.0
03-26 09:11,219.0
03-26 09:21,216.0
03-26 09:31,215.0
03-26 09:41,211.0
03-26 09:51,206.0
03-26 10:01,175.0
03-26 10:11,154.0
03-26 10:21,137.0
03-26 10:31,138.0
03-26 10:41,143.0
03-26 10:51,148.0
03-26 11:01,159.0
03-26 11:11,163.0
03-26 11:21,172.0
03-26 11:22,182.0
03-26 11:32,179.0
03-26 11:42,170.0
03-26 11:52,162.0
03-26 12:00,153.0
03-26 12:10,156.0
03-26 12:20,166.0
03-26 12:30,172.0
03-26 12:40,174.0
03-26 12:50,170.0
03-26 13:00,166.0
03-26 13:10,160.0
03-26 13:20,148.0
03-26 13:30,150.0
03-26 13:40,152.0
03-26 13:50,151.0
03-26 14:00,145.0
03-26 14:10,135.0
03-26 14:20,131.0
03-26 14:30,125.0
03-26 14:40,129.0
03-26 14:50,127.0
03-26 15:00,121.0
03-26 15:10,121.0
03-26 15:20,122.0
03-26 15:30,138.0
03-26 15:40,144.0
03-26 15:50,151.0
03-26 16:00,144.0
03-26 16:10,137.0
03-26 16:20,127.0
03-26 16:30,129.0
03-26 16:40,131.0
03-26 16:50,133.0
03-26 17:00,136.0
03-26 17:10,137.0
03-26 17:15,150.0
03-26 17:25,138.0
03-26 17:35,130.0
03-26 17:45,119.0
03-26 17:55,113.0
03-26 18:05,108.0
03-26 18:15,104.0
03-26 18:25,104.0
03-26 18:35,107.0
03-26 18:45,108.0
03-26 18:55,119.0
03-26 19:05,131.0
03-26 19:15,146.0
03-26 19:25,156.0
03-26 19:35,172.0
03-26 19:45,182.0
03-26 19:55,193.0
03-26 20:05,201.0
03-26 20:15,212.0
03-26 20:25,212.0
03-26 20:35,220.0
03-26 20:45,226.0
03-26 20:55,230.0
03-26 21:05,237.0
03-26 21:15,236.0
03-26 21:25,234.0
03-26 21:35,235.0
03-26 21:45,244.0
03-26 21:55,253.0
03-26 22:05,258.0
03-26 22:15,258.0
03-26 22:25,256.0
03-26 22:35,263.0
03-26 22:45,267.0
03-26 22:55,276.0
03-26 23:05,278.0
03-26 23:15,273.0
03-26 23:25,268.0
03-26 23:35,264.0
03-26 23:45,272.0
03-26 23:55,277.0
03-27 00:05,284.0
03-27 00:15,283.0
03-27 00:25,284.0
03-27 00:35,283.0
03-27 00:45,286.0
03-27 00:55,286.0
03-27 01:05,286.0
03-27 01:15,288.0
03-27 01:25,287.0
03-27 01:35,281.0
03-27 01:45,277.0
03-27 01:55,273.0
03-27 02:05,269.0
03-27 02:15,267.0
03-27 02:25,266.0
03-27 02:35,268.0
03-27 02:45,268.0
03-27 02:55,265.0
03-27 03:05,258.0
03-27 03:15,260.0
03-27 03:25,268.0
03-27 03:35,270.0
03-27 03:45,270.0
03-27 03:55,265.0
03-27 04:05,263.0
03-27 04:15,264.0
03-27 04:25,267.0
03-27 04:35,268.0
03-27 04:45,269.0
03-27 04:55,268.0
03-27 05:05,266.0
03-27 05:15,265.0
03-27 05:25,261.0
03-27 05:35,259.0
03-27 05:45,257.0
